Bedrooms,Bathrooms,Floor Area,Land Area,price_per_sqm,total_rooms,floor_land_ratio,distance_to_makati_cbd,distance_to_bgc,distance_to_ortigas,distance_to_quezon_city,distance_to_alabang,distance_to_antipolo,Price
3.0,3.0,180.0,136.0,41666.666666666664,6.0,1.3235294117647058,573.7702921630747,572.042560462633,574.5340343985441,583.8187200752429,560.4252469900911,574.3636072973271,7500000.0
4.0,2.0,86.0,110.0,74993.69767441861,6.0,0.7818181818181819,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,6449458.0
1.0,3.0,80.0,62.0,20815.0,4.0,1.2903225806451613,47.026002139465234,49.58079947897603,51.06249371183694,50.81651872704877,50.96199308427162,58.27654849522132,1665200.0
5.0,4.0,276.0,215.0,85144.92753623189,9.0,1.283720930232558,7.861155194161643,7.681682739120277,11.841258741934203,21.353611815379516,7.401641472488433,18.621550890842872,23500000.0
4.0,4.0,180.0,120.0,66666.66666666667,8.0,1.5,77.95616120940534,79.67547854551358,77.2992107890527,68.42497741302212,91.75362420559371,78.41375576476915,12000000.0
4.0,2.0,80.0,80.0,43750.0,6.0,1.0,23.761739399169763,24.381812586910048,20.8039249379509,10.76546256373962,39.01470838143724,19.891134480475284,3500000.0
3.0,2.0,66.0,162.0,125409.09090909091,5.0,0.4074074074074074,94.44173375552552,96.90594600235075,96.61724500951362,91.54950602908558,103.07172884957505,101.53687243384027,8277000.0
2.0,1.0,61.0,70.0,80327.86885245901,3.0,0.8714285714285714,22.219070231675822,21.716202381615453,25.69006849299986,35.56312648280331,6.963284436927613,31.053660270326226,4900000.0
3.0,3.0,188.0,172.0,103723.40425531915,6.0,1.0930232558139534,11.087150902271711,9.302494098598133,5.891424771969998,10.341175143661678,22.637043559329925,2.3424665833794505,19500000.0
2.0,2.0,93.0,60.0,40860.215053763444,4.0,1.55,962.8775757673171,961.2375920098285,963.8712198490269,973.3067094240262,949.188035609892,964.0159833518885,3800000.0
3.0,3.0,247.4,94.0,130683.10428455942,6.0,2.6319148936170214,13.28568372058579,12.635752282988104,16.609617098216074,26.48684562740989,2.552538377322436,22.337649460039337,32331000.0
3.0,3.0,247.4,93.0,131523.84801940178,6.0,2.660215053763441,13.28568372058579,12.635752282988104,16.609617098216074,26.48684562740989,2.552538377322436,22.337649460039337,32539000.0
3.0,2.0,142.0,300.0,77464.78873239437,5.0,0.47333333333333333,81.01777885669001,82.7450518548926,80.37871869469376,71.50873729045598,94.77811625882688,81.4942777418046,11000000.0
3.0,3.0,170.0,150.0,264705.8823529412,6.0,1.1333333333333333,5.44714101303933,3.5708994951274313,1.6240822279669043,11.547855137762449,17.824738773361542,8.06801859480563,45000000.0
4.0,3.0,200.0,120.0,70000.0,7.0,1.6666666666666667,7.861155194161643,7.681682739120277,11.841258741934203,21.353611815379516,7.401641472488433,18.621550890842872,14000000.0
2.0,2.0,52.5,154.0,35000.0,4.0,0.3409090909090909,71.05304824113632,72.74533791106525,70.33223563562244,61.42990499287502,84.96229426434955,71.4174395391645,1837500.0
5.0,3.0,450.0,250.0,53333.333333333336,8.0,1.8,5.637419530579323,3.2100894804956503,3.3712764957401427,13.315423605095011,16.359520430065484,8.886204476789493,24000000.0
3.0,2.0,75.0,80.0,69797.21333333333,5.0,0.9375,17.359318424080588,18.721722438847475,22.60195314233051,30.125158209555142,11.843848695123683,30.350442996094046,5234791.0
4.0,3.0,200.0,1000.0,55000.0,7.0,0.2,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,11000000.0
3.0,2.0,70.45,72.0,81802.6969481902,5.0,0.9784722222222223,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,5763000.0
3.0,4.0,117.0,43.33,48803.418803418805,7.0,2.700207708285253,18.550908351351293,18.86668126413305,15.09257907599479,5.023411177409083,33.6742936391901,14.048632764297247,5710000.0
3.0,2.0,219.0,186.0,127853.88127853881,5.0,1.1774193548387097,11.29835297760191,10.524198919686697,14.471037126684092,24.37513341392306,4.609887565485496,20.250787429242646,28000000.0
3.0,3.0,247.4,92.0,130088.92481810832,6.0,2.6891304347826086,13.809043427904067,13.273280579955598,17.289433205036932,27.11398958740968,1.7331961875285562,23.129042167501105,32184000.0
3.0,3.0,247.4,93.0,131523.84801940178,6.0,2.660215053763441,13.28568372058579,12.635752282988104,16.609617098216074,26.48684562740989,2.552538377322436,22.337649460039337,32539000.0
3.0,3.0,170.0,120.0,48235.294117647056,6.0,1.4166666666666667,77.95616120940534,79.67547854551358,77.2992107890527,68.42497741302212,91.75362420559371,78.41375576476915,8200000.0
